refshort,reference,country,climate,continent,sphere_fragment,sphere_matrix,biome,taxa,time_since_fragmentation,matrix_category,latitudeN,longitudeE,sampling_design,sampling_method,method_category,sampling_device_size,device_size_unit,intensity,intensity_unit,block_type,number_of_blocks_per_site,sampling_density,density_unit,sampling_duration,duration_unit,sampling_effort,sampling_effort_unit,sampling_note
Berg_1997,"Berg Å., 1997. Diversity and abundance of birds in relation to forest fragmentation, habitat quality and heterogeneity. Bird Study, 44, pp.355-366",Sweden,Temperate,Europe,terrestrial,terrestrial,forest,Aves,long (100+ years),intermediate,59.906161,17.786129,pooled,bird survey,territory mapping,NA,NA,Entire fragment or large plot censing,NA,NA,NA,1,every 10 days,70,consecutive days,9.4,area of the sites in ha,"Territory mapping for all but colony breeders.  Numbers of each species were mapped from the entire fragment or from a discretized area within large or continous forests that was deliminted by roads, etc.  Large continuous forests were listed as >1000, and given a value of 1000 here."
Berg_1997,"Berg Å., 1997. Diversity and abundance of birds in relation to forest fragmentation, habitat quality and heterogeneity. Bird Study, 44, pp.355-366",Sweden,Temperate,Europe,terrestrial,terrestrial,forest,Aves,long (100+ years),intermediate,59.906161,17.786129,pooled,bird survey,territory mapping,NA,NA,Entire fragment or large plot censing,NA,NA,NA,1,every 10 days,70,consecutive days,5.3,area of the sites in ha,"Territory mapping for all but colony breeders.  Numbers of each species were mapped from the entire fragment or from a discretized area within large or continous forests that was deliminted by roads, etc.  Large continuous forests were listed as >1000, and given a value of 1000 here."
Berg_1997,"Berg Å., 1997. Diversity and abundance of birds in relation to forest fragmentation, habitat quality and heterogeneity. Bird Study, 44, pp.355-366",Sweden,Temperate,Europe,terrestrial,terrestrial,forest,Aves,long (100+ years),intermediate,59.906161,17.786129,pooled,bird survey,territory mapping,NA,NA,Entire fragment or large plot censing,NA,NA,NA,1,every 10 days,70,consecutive days,11.4,area of the sites in ha,"Territory mapping for all but colony breeders.  Numbers of each species were mapped from the entire fragment or from a discretized area within large or continous forests that was deliminted by roads, etc.  Large continuous forests were listed as >1000, and given a value of 1000 here."
Berg_1997,"Berg Å., 1997. Diversity and abundance of birds in relation to forest fragmentation, habitat quality and heterogeneity. Bird Study, 44, pp.355-366",Sweden,Temperate,Europe,terrestrial,terrestrial,forest,Aves,long (100+ years),intermediate,59.906161,17.786129,pooled,bird survey,territory mapping,NA,NA,Entire fragment or large plot censing,NA,NA,NA,1,every 10 days,70,consecutive days,14.4,area of the sites in ha,"Territory mapping for all but colony breeders.  Numbers of each species were mapped from the entire fragment or from a discretized area within large or continous forests that was deliminted by roads, etc.  Large continuous forests were listed as >1000, and given a value of 1000 here."
Berg_1997,"Berg Å., 1997. Diversity and abundance of birds in relation to forest fragmentation, habitat quality and heterogeneity. Bird Study, 44, pp.355-366",Sweden,Temperate,Europe,terrestrial,terrestrial,forest,Aves,long (100+ years),intermediate,59.906161,17.786129,pooled,bird survey,territory mapping,NA,NA,Entire fragment or large plot censing,NA,NA,NA,1,every 10 days,70,consecutive days,13.2,area of the sites in ha,"Territory mapping for all but colony breeders.  Numbers of each species were mapped from the entire fragment or from a discretized area within large or continous forests that was deliminted by roads, etc.  Large continuous forests were listed as >1000, and given a value of 1000 here."
Berg_1997,"Berg Å., 1997. Diversity and abundance of birds in relation to forest fragmentation, habitat quality and heterogeneity. Bird Study, 44, pp.355-366",Sweden,Temperate,Europe,terrestrial,terrestrial,forest,Aves,long (100+ years),intermediate,59.906161,17.786129,pooled,bird survey,territory mapping,NA,NA,Entire fragment or large plot censing,NA,NA,NA,1,every 10 days,70,consecutive days,8.9,area of the sites in ha,"Territory mapping for all but colony breeders.  Numbers of each species were mapped from the entire fragment or from a discretized area within large or continous forests that was deliminted by roads, etc.  Large continuous forests were listed as >1000, and given a value of 1000 here."
Berg_1997,"Berg Å., 1997. Diversity and abundance of birds in relation to forest fragmentation, habitat quality and heterogeneity. Bird Study, 44, pp.355-366",Sweden,Temperate,Europe,terrestrial,terrestrial,forest,Aves,long (100+ years),intermediate,59.906161,17.786129,pooled,bird survey,territory mapping,NA,NA,Entire fragment or large plot censing,NA,NA,NA,1,every 10 days,70,consecutive days,8,area of the sites in ha,"Territory mapping for all but colony breeders.  Numbers of each species were mapped from the entire fragment or from a discretized area within large or continous forests that was deliminted by roads, etc.  Large continuous forests were listed as >1000, and given a value of 1000 here."
Berg_1997,"Berg Å., 1997. Diversity and abundance of birds in relation to forest fragmentation, habitat quality and heterogeneity. Bird Study, 44, pp.355-366",Sweden,Temperate,Europe,terrestrial,terrestrial,forest,Aves,long (100+ years),intermediate,59.906161,17.786129,pooled,bird survey,territory mapping,NA,NA,Entire fragment or large plot censing,NA,NA,NA,1,every 10 days,70,consecutive days,9.1,area of the sites in ha,"Territory mapping for all but colony breeders.  Numbers of each species were mapped from the entire fragment or from a discretized area within large or continous forests that was deliminted by roads, etc.  Large continuous forests were listed as >1000, and given a value of 1000 here."
Berg_1997,"Berg Å., 1997. Diversity and abundance of birds in relation to forest fragmentation, habitat quality and heterogeneity. Bird Study, 44, pp.355-366",Sweden,Temperate,Europe,terrestrial,terrestrial,forest,Aves,long (100+ years),intermediate,59.906161,17.786129,pooled,bird survey,territory mapping,NA,NA,Entire fragment or large plot censing,NA,NA,NA,1,every 10 days,70,consecutive days,3.7,area of the sites in ha,"Territory mapping for all but colony breeders.  Numbers of each species were mapped from the entire fragment or from a discretized area within large or continous forests that was deliminted by roads, etc.  Large continuous forests were listed as >1000, and given a value of 1000 here."
Berg_1997,"Berg Å., 1997. Diversity and abundance of birds in relation to forest fragmentation, habitat quality and heterogeneity. Bird Study, 44, pp.355-366",Sweden,Temperate,Europe,terrestrial,terrestrial,forest,Aves,long (100+ years),intermediate,59.906161,17.786129,pooled,bird survey,territory mapping,NA,NA,Entire fragment or large plot censing,NA,NA,NA,1,every 10 days,70,consecutive days,3.9,area of the sites in ha,"Territory mapping for all but colony breeders.  Numbers of each species were mapped from the entire fragment or from a discretized area within large or continous forests that was deliminted by roads, etc.  Large continuous forests were listed as >1000, and given a value of 1000 here."
Berg_1997,"Berg Å., 1997. Diversity and abundance of birds in relation to forest fragmentation, habitat quality and heterogeneity. Bird Study, 44, pp.355-366",Sweden,Temperate,Europe,terrestrial,terrestrial,forest,Aves,long (100+ years),intermediate,59.906161,17.786129,pooled,bird survey,territory mapping,NA,NA,Entire fragment or large plot censing,NA,NA,NA,1,every 10 days,70,consecutive days,7.2,area of the sites in ha,"Territory mapping for all but colony breeders.  Numbers of each species were mapped from the entire fragment or from a discretized area within large or continous forests that was deliminted by roads, etc.  Large continuous forests were listed as >1000, and given a value of 1000 here."
Berg_1997,"Berg Å., 1997. Diversity and abundance of birds in relation to forest fragmentation, habitat quality and heterogeneity. Bird Study, 44, pp.355-366",Sweden,Temperate,Europe,terrestrial,terrestrial,forest,Aves,long (100+ years),intermediate,59.906161,17.786129,pooled,bird survey,territory mapping,NA,NA,Entire fragment or large plot censing,NA,NA,NA,1,every 10 days,70,consecutive days,6,area of the sites in ha,"Territory mapping for all but colony breeders.  Numbers of each species were mapped from the entire fragment or from a discretized area within large or continous forests that was deliminted by roads, etc.  Large continuous forests were listed as >1000, and given a value of 1000 here."
Berg_1997,"Berg Å., 1997. Diversity and abundance of birds in relation to forest fragmentation, habitat quality and heterogeneity. Bird Study, 44, pp.355-366",Sweden,Temperate,Europe,terrestrial,terrestrial,forest,Aves,long (100+ years),intermediate,59.906161,17.786129,pooled,bird survey,territory mapping,NA,NA,Entire fragment or large plot censing,NA,NA,NA,1,every 10 days,70,consecutive days,3.6,area of the sites in ha,"Territory mapping for all but colony breeders.  Numbers of each species were mapped from the entire fragment or from a discretized area within large or continous forests that was deliminted by roads, etc.  Large continuous forests were listed as >1000, and given a value of 1000 here."
Bernard_2007,"Bernard, E. & Fenton, M.B., 2007. Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil. Biological Conservation, 134(3), pp.332-343.",Brazil,Tropical,South America,terrestrial,terrestrial,shrubland/steppe,Mammalia,long (100+ years),intermediate,-2.490636,-54.928718,pooled,net,mist nets,NA,NA,6 to 14,nets per transect per fragment,transect,1 but 2 in the largest fragment,total net time given in sampling_effort,NA,5,surveys,328,total net hours per site,"Between April-December 2000.  Mist nets set along transects in each site.  Length of mist nets and time varied, each site was sampled 3-5 times.  For each site, total net hours per site are given as effort and captures for each site are totalled.  Only forest samples were included, not savannah."
Bernard_2007,"Bernard, E. & Fenton, M.B., 2007. Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil. Biological Conservation, 134(3), pp.332-343.",Brazil,Tropical,South America,terrestrial,terrestrial,shrubland/steppe,Mammalia,long (100+ years),intermediate,-2.490636,-54.928718,pooled,net,mist nets,NA,NA,6 to 14,nets per transect per fragment,transect,1 but 2 in the largest fragment,total net time given in sampling_effort,NA,5,surveys,222,total net hours per site,"Between April-December 2000.  Mist nets set along transects in each site.  Length of mist nets and time varied, each site was sampled 3-5 times.  For each site, total net hours per site are given as effort and captures for each site are totalled.  Only forest samples were included, not savannah."
Bernard_2007,"Bernard, E. & Fenton, M.B., 2007. Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil. Biological Conservation, 134(3), pp.332-343.",Brazil,Tropical,South America,terrestrial,terrestrial,shrubland/steppe,Mammalia,long (100+ years),intermediate,-2.490636,-54.928718,pooled,net,mist nets,NA,NA,6 to 14,nets per transect per fragment,transect,1 but 2 in the largest fragment,total net time given in sampling_effort,NA,5,surveys,289,total net hours per site,"Between April-December 2000.  Mist nets set along transects in each site.  Length of mist nets and time varied, each site was sampled 3-5 times.  For each site, total net hours per site are given as effort and captures for each site are totalled.  Only forest samples were included, not savannah."
Bernard_2007,"Bernard, E. & Fenton, M.B., 2007. Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil. Biological Conservation, 134(3), pp.332-343.",Brazil,Tropical,South America,terrestrial,terrestrial,shrubland/steppe,Mammalia,long (100+ years),intermediate,-2.490636,-54.928718,pooled,net,mist nets,NA,NA,6 to 14,nets per transect per fragment,transect,1 but 2 in the largest fragment,total net time given in sampling_effort,NA,5,surveys,234,total net hours per site,"Between April-December 2000.  Mist nets set along transects in each site.  Length of mist nets and time varied, each site was sampled 3-5 times.  For each site, total net hours per site are given as effort and captures for each site are totalled.  Only forest samples were included, not savannah."
Bernard_2007,"Bernard, E. & Fenton, M.B., 2007. Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil. Biological Conservation, 134(3), pp.332-343.",Brazil,Tropical,South America,terrestrial,terrestrial,shrubland/steppe,Mammalia,long (100+ years),intermediate,-2.490636,-54.928718,pooled,net,mist nets,NA,NA,6 to 14,nets per transect per fragment,transect,1 but 2 in the largest fragment,total net time given in sampling_effort,NA,5,surveys,150,total net hours per site,"Between April-December 2000.  Mist nets set along transects in each site.  Length of mist nets and time varied, each site was sampled 3-5 times.  For each site, total net hours per site are given as effort and captures for each site are totalled.  Only forest samples were included, not savannah."
